GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
9,11161.7,1730,1730,9,15,0
4,4677,708,708,1,58,0
5,12627.8,1197,1197,16,30,0
7,9910.58,390,390,4,25,0
7,9910.58,100,100,6,25,0
21,14627.17,1733,1733,1,18,0
7,9910.58,79.5,79.5,26,25,0
2,10393.73,30.4,30.4,2,90,0
2,10393.73,100,100,6,90,0
2,10393.73,78,78,4,90,0
0,2020.44,132,132,1,48,0
8,4277,377,377,1,2,0
4,5672.5,131,131,4,30,0
20,2700,500,500,7,4,0
20,2700,100,100,18,4,0
1,11452.9,268,268,1,35,0
5,12627.8,13,13,2,30,0
0,395.6,395.6,395.6,7,1,0
16,26071.2,2896,2896,1,22,0
0,4257.8,14,14,2,25,0
0,4257.8,128.5,128.5,4,25,0
9,20388,269,269,1,2,0
0,7461,70,70,2,1,0
0,14012.93,100,100,12,9,0
12,15264.33,220,220,1,48,0
1,8259.08,82,82,26,9,0
7,7696,650,650,2,80,0
7,7696,1252,1252,1,80,0
42,29538,420,420,1,39,0
6,24641,160,160,7,2,0
2,33248,1986,1986,1,2,0
34,4666.6,37,37,2,1,0
9,10343.37,94,94,1,58,0
8,13190.5,187,187,1,2,0
22,10260.01,485.6,485.6,26,2,0
3,6188,305,305,1,58,0
43,3432.24,100,100,18,22,0
6,24641,254,254,7,2,0
43,3432.24,30,30,4,22,0
4,5476,4496,4496,1,100,0
7,7278.4,100,100,1,19,0
15,2798,1610,1610,1,21,0
10,12145,38,38,2,7,0
9,11161.7,268,268,2,15,0
1,46911,712,712,1,2,0
8,24470,242,242,1,2,0
12,2311.9,450,450,2,1,0
12,2311.9,27,27,2,1,0
30,11573.79,124.5,124.5,1,76,0
30,11573.79,302.09,302.09,7,76,0
65,63533.75,227.24,227.24,2,1,0
30,41772.4,212,212,1,11,0
1,8607,60,60,11,30,0
0,889.57,168.77,168.77,7,1,0
7,26834,2990,2990,1,48,0
0,4049.7,310.7,310.7,7,13,0
5,14127.49,37,37,26,30,0
55,7522,244,244,7,56,0
0,6475.88,129,129,2,15,0
0,6196,300,300,7,1,0
0,394,394,394,7,1,0
7,19466.3,2489,2489,1,35,0
27,13041.4,30.5,30.5,4,155,0
10,21499.61,2886,2886,1,3,0
2,13747.18,1141,1141,1,2,0
25,14549,2948,2948,1,11,0
23,8933.5,2721,2721,1,43,0
23,8933.5,65,65,4,43,0
23,8933.5,65,65,4,43,0
23,8933.5,100,100,6,43,0
8,3212.85,241.1,241.1,7,2,0
25,7420.4,75,75,1,23,0
1,4116.32,67,67,2,19,0
16,11743.1,50,50,6,7,0
52,20369.13,164.49,164.49,7,2,0
52,20369.13,141.23,141.23,7,2,0
0,6900.1,249,249,1,24,0
37,46957,1840,1840,1,2,0
7,14965,2376,2376,1,30,0
0,300,300,300,7,1,0
5,9090.3,328,328,2,18,0
0,7643.5,48,48,1,1,0
9,10460,722,722,1,129,0
4,4581.11,100,100,6,43,0
4,4581.11,112.05,112.05,26,43,0
23,20230,1916,1916,16,15,0
23,20230,128,128,1,15,0
23,20230,327.2,327.2,26,15,0
10,26151,162,162,1,2,0
0,209,50,50,6,66,0
40,681,300,300,7,1,0
8,4415.79,91,91,2,1,0
2,10296.5,1484.5,1484.5,7,24,0
9,10460,2439,2439,1,129,0
3,17589.2,273.2,273.2,7,1,0
1,46670,1886,1886,1,2,0
11,5370.8,43,43,2,2,0
38,9966.71,221,221,1,130,0
0,30000,15000,15000,23,1,0
0,396,386,386,7,1,0
36,25908,100,100,6,64,0
23,29991.31,100,100,2,91,0
12,8071.2,793,793,1,112,0
14,2676,123,123,1,2,0
7,46765.1,206,206,26,2,0
43,15084.39,907,907,1,1,0
0,7378,77,77,2,1,0
0,19353.33,271,271,1,1,0
0,19353.33,58.8,58.8,26,1,0
11,12627,72,72,2,1,0
23,14906.4,240,240,1,4,0
36,229,98,98,7,1,0
15,6479.1,102,102,2,1,0
23,29991.31,72,72,4,91,0
1,9617.6,309.6,309.6,7,58,0
14,10998.2,203,203,2,93,0
2,10921.5,158.7,158.7,4,48,0
2,3214,1000,1000,26,2,0
13,8025.1,123,123,2,15,0
1,14014.7,124,124,4,9,0
27,13041.4,30.5,30.5,4,155,0
76,6591.04,422.9,422.9,7,2,0
27,13041.4,25.2,25.2,2,155,0
21,5290.73,36,36,1,1,0
0,4225.9,429.9,429.9,7,45,0
15,7848.4,54,54,1,1,0
15,7848.4,47,47,2,1,0
23,4755.28,11,11,2,7,0
3,19704,84,84,1,3,0
0,6196,238,238,1,1,0
20,9705.1,24,24,2,24,0
1,1815.86,214.7,214.7,26,22,0
80,10409.3,2117,2117,1,49,0
12,8397.3,82,82,2,1,0
6,4038.6,100,100,6,1,0
0,15262,297,297,2,97,0
0,774.7,14,14,2,1,0
6,4038.6,83,83,2,1,0
6,4038.6,93,93,2,1,0
0,25778.2,283,283,1,2,0
28,6170,30,30,4,3,0
19,8414.3,146,146,26,82,0
7,23056.8,102,102,1,2,0
2,8342.5,136,136,1,58,0
8,24470,500,500,2,2,0
8,12204,112,112,1,1,0
6,4038.6,224.8,224.8,2,1,0
15,5061.5,666,666,7,2,0
1,14014.7,220,220,1,9,0
52,20369.13,190.53,190.53,7,2,0
52,20369.13,113.77,113.77,7,2,0
52,20369.13,198.26,198.26,7,2,0
15,6479.1,310,310,1,1,0
8,638,50,50,6,14,0
0,15022,15022,15022,9,15,0
40,12102.55,1295,1295,26,2,0
21,8434.29,610,610,1,1,0
1,14014.7,1236,1236,1,9,0
0,649,14,14,2,93,0
8,13280,990,990,26,2,0
8,13280,369,369,1,2,0
1,15668,1699,1699,1,31,0
2,5310.64,559,559,4,42,0
5,742.5,742.5,742.5,16,18,0
1,14334.1,50,50,6,42,0
1,14334.1,54,54,4,42,0
14,21728.6,404.1,404.1,7,19,0
0,8685,2790,2790,1,6,0
0,6999,160,160,1,2,0
1,4116.32,200,200,1,19,0
5,14799,171,171,1,30,0
5,14799,3678,3678,1,30,0
6,24542.83,9900,9900,1,2,0
2,1614.5,41.6,41.6,1,19,0
0,193,193,193,7,1,0
4,4663,100,100,11,41,0
14,4114.6,258.6,258.6,1,1,0
43,10832,695,695,1,5,0
20,1014.3,194,194,26,19,0
1,11012,286,286,7,1,0
4,13581.5,2253,2253,1,30,0
1,13296.86,1467.4,1467.4,2,1,0
10,26151,2622,2622,1,2,0
9,14968.8,160,160,2,10,0
14,4114.6,500,500,16,1,0
8,5252.43,326,326,9,1,0
8,5252.43,28,28,2,1,0
14,18754,716,716,1,65,0
23,13996.2,100,100,18,30,0
18,9220.07,173,173,4,4,0
13,546.6,191.95,191.95,7,1,0
0,5709.9,285,285,1,7,0
2,4006.72,133.4,133.4,2,5,0
2,21142.8,1774,1774,16,7,0
28,6170,13,13,2,3,0
3,17589.2,37,37,2,1,0
0,5948,100,100,1,42,0
2,21142.8,2400,2400,16,7,0
0,500,500,500,7,1,0
0,11256.25,2960,2960,1,48,0
2,15067.1,2279,2279,1,31,0
2,14044.21,124,124,1,30,0
0,1992.4,98,98,2,15,0
0,1992.4,35,35,2,15,0
0,1992.4,140,140,2,15,0
0,4760,500,500,7,1,0
0,8627.5,1917,1917,1,30,0
0,7802.6,70,70,2,1,0
1,5683.82,27.6,27.6,2,4,0
0,19960,2880,2880,1,132,0
1,13032.5,400,400,1,25,0
0,3295.91,65,65,2,1,0
14,1945,1945,1945,1,58,0
22,9441,2935,2935,1,85,0
14,4539.5,387,387,7,47,0
7,10908.2,806,806,1,2,0
3,11994,1040,1040,1,10,0
2,3596.93,998,998,26,13,0
19,7616.71,89.5,89.5,4,18,0
19,7616.71,65.8,65.8,2,18,0
15,1809.6,65,65,4,30,0
15,1809.6,57,57,2,30,0
15,1809.6,50,50,6,30,0
15,1809.6,45.5,45.5,4,30,0
15,1809.6,19,19,2,30,0
23,8933.5,40,40,2,43,0
23,8933.5,40,40,2,43,0
1,8884.5,63,63,4,152,0
8,10780,2678,2678,1,2,0
2,5310.64,37.4,37.4,4,42,0
0,4862.3,160,160,11,45,0
4,5672.5,100,100,6,30,0
0,7071.5,40.5,40.5,4,185,0
0,4839,499,499,16,2,0
0,4839,998,998,16,2,0
0,4839,799,799,16,2,0
0,9835,1100,1100,1,186,0
0,9835,268,268,7,186,0
0,1031,529,529,7,1,0
15,6984,381,381,2,85,0
15,6984,116,116,1,85,0
4,11697,100,100,18,4,0
3,22407.5,474,474,1,2,0
7,38093,2451,2451,1,2,0
2,11668.15,977,977,26,30,0
7,46765.1,104.5,104.5,26,2,0
39,4971,56.6,56.6,1,65,0
42,29538,168,168,2,39,0
0,14783,2794,2794,1,11,0
1,4216.5,7,7,13,19,0
42,29538,570,570,2,39,0
1,8090.16,1219,1219,1,53,0
1,8090.16,116,116,1,53,0
58,10450,172,172,1,128,0
0,7110.71,530.41,530.41,7,1,0
21,8886.2,141.9,141.9,1,4,0
0,20547.7,7326,7326,16,18,0
34,12108.3,398,398,7,13,0
0,472,155,155,4,1,0
0,472,146,146,2,1,0
0,472,171,171,1,1,0
0,11917,1066,1066,1,8,0
5,14999.9,154,154,1,2,0
4,6832.8,91.4,91.4,26,10,0
1,2164.8,14,14,2,68,0
1,14352,47,47,4,187,0
27,36609,2732,2732,1,2,0
13,4028.8,50,50,11,43,0
24,13071.4,5,5,15,45,0
24,13071.4,140,140,4,45,0
24,13071.4,100,100,6,45,0
15,7848.4,229.5,229.5,4,1,0
15,7848.4,95,95,2,1,0
1,2164.8,16,16,2,68,0
6,18104.75,2890,2890,1,43,0
3,6419,1072,1072,1,24,0
5,9090.3,1991,1991,1,18,0
1,3472.7,495.5,495.5,7,1,0
9,10974.79,168,168,1,9,0
11,6633.5,100,100,6,24,0
9,2358.5,68,68,1,48,0
9,4985.9,91,91,2,11,0
9,4985.9,53,53,4,11,0
12,15619,126,126,1,86,0
1,2164.8,142,142,1,68,0
7,11061.9,418,418,2,129,0
0,15444,2880,2880,1,2,0
1,10158.9,65.5,65.5,4,2,0
0,14344.8,130,130,4,76,0
0,14344.8,126.6,126.6,2,76,0
0,14344.8,1322,1322,18,76,0
7,15483.8,50,50,6,40,0
7,15483.8,29,29,4,40,0
28,32530,70,70,1,172,0
4,5672.5,141,141,2,30,0
23,5096.5,2986,2986,1,85,0
0,8531.1,144,144,1,9,0
3,4776,30,30,4,3,0
1,12800,1497,1497,1,9,0
4,7553.4,500,500,7,32,0
15,6263,427,427,7,1,0
4,5672.5,97,97,1,30,0
1,11985.64,998,998,26,10,0
3,10013.57,1132.66,1132.66,1,2,0
4,9918.28,318.58,318.58,7,76,0
49,7913,43,43,2,1,0
0,8525.8,469,469,4,1,0
16,11743.1,229.5,229.5,4,7,0
0,8525.8,252,252,2,1,0
0,8525.8,685,685,7,1,0
0,1772.4,17,17,2,1,0
0,1553,300,300,7,1,0
15,21953.2,57,57,1,1,0
15,21953.2,51,51,1,1,0
5,21600.67,208,208,1,51,0
15,21953.2,411,411,7,1,0
27,13041.4,10,10,2,155,0
0,4208.5,386,386,7,1,0
7,1055.8,50,50,6,17,0
0,200,50,50,6,80,0
3,8777,335,335,1,10,0
12,2311.9,24.5,24.5,4,1,0
0,6019,386,386,7,1,0
22,14985.65,99,99,1,1,0
0,3232.9,714.5,714.5,4,43,0
14,2559.9,416.9,416.9,7,15,0
54,732.44,328.65,328.65,7,1,0
4,8589.13,122,122,1,18,0
14,1741.9,67,67,1,85,0
46,3537.23,30,30,26,1,0
32,17778.5,18.4,18.4,2,56,0
22,8511.7,82.9,82.9,26,4,0
90,17933.73,415,415,7,1,0
90,17933.73,469,469,7,1,0
21,10903.3,28,28,11,163,0
44,11598.83,39.2,39.2,26,91,0
91,5000,5000,5000,24,1,0
90,17933.73,9500,9500,3,1,0
90,17933.73,787.39,787.39,1,1,0
90,17933.73,398,398,7,1,0
0,14738.31,1510,1510,1,171,0
1,7186.3,61,61,1,130,0
49,7913,41,41,2,1,0
13,6467.71,123,123,1,2,0
29,38688.7,2888,2888,1,112,0
3,6188,912,912,1,58,0
1,5505.5,12,12,4,86,0
1,5505.5,10,10,13,86,0
21,24975.57,4495,4495,26,10,0
3,12814.4,717,717,1,48,0
32,17778.5,99.2,99.2,26,56,0
24,14993,340,340,4,7,0
17,16500,160,160,12,8,0
8,24749,994,994,26,2,0
0,729,17,17,2,3,0
0,729,54.5,54.5,4,3,0
19,9807.74,452,452,1,11,0
8,5686,2928,2928,1,2,0
0,2447,19.5,19.5,4,3,0
1,11010.45,120,120,18,53,0
1,11010.45,335.45,335.45,7,53,0
12,24983.1,1791,1791,1,19,0
12,24983.1,134,134,1,19,0
12,24983.1,142.4,142.4,26,19,0
43,3575.3,22,22,2,19,0
0,234.01,234.01,234.01,7,1,0
40,4574,367,367,1,62,0
33,9732.3,500,500,7,39,0
0,200,50,50,6,54,0
8,40387,900,900,26,2,0
8,41168,1892,1892,1,2,0
0,2447,19.5,19.5,4,3,0
3,4044,100,100,18,4,0
0,2811,2811,2811,1,2,0
38,7912.1,271,271,7,1,0
3,14913.9,315,315,1,1,0
37,10776.5,371,371,1,19,0
37,10776.5,405.5,405.5,7,19,0
40,10423,530,530,1,2,0
40,10423,2352,2352,26,2,0
6,28968.6,117,117,26,9,0
1,19805,2711,2711,1,26,0
0,3607.32,34,34,2,3,0
0,3607.32,100,100,6,3,0
0,3607.32,159,159,4,3,0
27,13041.4,100,100,6,155,0
4,1135.54,40,40,2,19,0
4,1135.54,20,20,2,19,0
4,1135.54,32,32,2,19,0
55,17479.78,210,210,1,1,0
55,17479.78,414.78,414.78,7,1,0
31,15570.4,1364,1364,1,15,0
31,15570.4,160,160,12,15,0
17,7369,221,221,1,48,0
15,9963.61,600,600,2,3,0
15,9963.61,414.57,414.57,7,3,0
3,4776,129.5,129.5,4,3,0
23,5072.61,5,5,4,85,0
7,14914.9,384.9,384.9,7,1,0
58,9714.44,2160,2160,1,79,0
1,5505.5,30,30,2,86,0
1,5505.5,10,10,4,86,0
27,3992,1992,1992,1,8,0
48,24924,45,45,4,121,0
2,11274.54,485,485,1,30,0
16,11743.1,22,22,2,7,0
26,16264.5,126,126,1,10,0
1,13854.49,425.39,425.39,7,20,0
24,9509.83,500,500,1,9,0
6,4038.6,73.2,73.2,2,1,0
6,4038.6,250,250,1,1,0
6,4038.6,45,45,2,1,0
24,4819.94,500,500,4,1,0
49,5085.88,22,22,11,23,0
49,5085.88,1000,1000,7,23,0
0,975,975,975,4,48,0
27,14147.6,155,155,1,76,0
0,1041.28,249.28,249.28,26,1,0
0,1041.28,287,287,7,1,0
0,2765,100,100,18,47,0
0,2765,386,386,7,47,0
27,9910.5,187.5,187.5,1,44,0
1,18298,222,222,1,53,0
80,8855.49,247,247,1,11,0
22,10260.01,585,585,26,2,0
3,10514,100,100,6,31,0
3,10514,27,27,4,31,0
22,4773.92,249,249,2,11,0
1,9164,936,936,1,2,0
26,6140.8,19,19,2,19,0
9,14677.58,2495,2495,1,2,0
19,14160.79,585,585,1,168,0
1,2064.7,483.2,483.2,7,19,0
0,1301,55,55,1,1,0
35,15764.94,500,500,26,7,0
53,7735.71,248,248,1,11,0
53,7735.71,2145,2145,1,11,0
15,17832.33,1200,1200,1,11,0
1,2064.7,500,500,7,19,0
1,2064.7,481.5,481.5,7,19,0
7,9888,300,300,1,24,0
7,1960.03,60,60,4,54,0
0,1313.99,81.39,81.39,26,18,0
4,9466.22,491,491,1,13,0
91,10997.68,148,148,1,1,0
30,2540.8,75,75,26,4,0
26,6140.8,18,18,2,19,0
0,2332,341,341,11,147,0
0,681.49,169.9,169.9,7,1,0
12,13552,207,207,1,2,0
1,8884.5,100,100,6,152,0
42,17475.37,480,480,13,18,0
0,12773,199,199,2,1,0
1,12186.5,10.1,10.1,2,32,0
1,12186.5,115.5,115.5,4,32,0
7,1960.03,50,50,6,54,0
0,6353.52,100,100,11,11,0
1,6012.32,206.5,206.5,4,25,0
1,6012.32,14,14,2,25,0
15,17832.33,653.1,653.1,26,11,0
20,6452.7,277,277,1,4,0
1,2305.06,191,191,1,2,0
6,6930,389,389,7,176,0
0,5897,730,730,1,11,0
9,7981.1,386.2,386.2,7,13,0
1,9752,522,522,1,62,0
27,11944,1920,1920,26,142,0
0,729,27.5,27.5,4,3,0
0,5345,373,373,7,1,0
15,10726.6,258,258,17,11,0
23,5923.8,1950,1950,1,188,0
3,12747,2852,2852,1,2,0
1,6012.32,32,32,2,25,0
0,3596.57,82,82,1,22,0
62,8590.4,100,100,6,7,0
62,8590.4,254.5,254.5,4,7,0
0,8472.86,100,100,18,155,0
0,13588,15,15,4,3,0
0,13588,15,15,4,3,0
17,17483.6,60,60,11,38,0
0,8472.86,48.1,48.1,2,155,0
3,16622.12,306.12,306.12,7,1,0
14,8827,900,900,2,11,0
9,10343.37,483.61,483.61,7,58,0
0,9828,99,99,18,58,0
0,9828,109,109,1,58,0
3,4821.21,324,324,1,143,0
0,2332,299,299,7,147,0
52,5983.5,160,160,12,85,0
16,6736.6,557.6,557.6,7,18,0
1,2858,250,250,7,141,0
1,2858,940,940,26,141,0
4,3652,1125,1125,26,2,0
43,3432.24,30,30,4,22,0
2,30152.71,119,119,13,1,0
25,4006.32,5,5,4,1,0
25,4006.32,5,5,4,1,0
0,4849,1472,1472,2,1,0
0,9914.1,170,170,1,4,0
0,9914.1,23.2,23.2,26,4,0
0,9914.1,87,87,1,4,0
30,20440.1,1200,1200,16,15,0
83,4505.4,550,550,26,6,0
83,4505.4,50,50,12,6,0
58,18743.29,144.2,144.2,26,11,0
0,45285,1992,1992,1,14,0
27,26076,8348,8348,1,15,0
25,4006.32,5,5,4,1,0
25,4006.32,5,5,4,1,0
13,8663.56,465,465,1,11,0
35,2501.7,377,377,1,7,0
0,4257.8,769,769,9,25,0
0,4257.8,32.7,32.7,2,25,0
0,3943.14,299,299,7,1,0
0,6900.1,150,150,12,24,0
0,286,286,286,7,1,0
25,7420.4,318,318,4,23,0
2,17008.83,32,32,2,1,0
1,21748,112,112,1,1,0
2,11274.54,100,100,18,30,0
14,9955,2890,2890,1,121,0
57,13972.74,54,54,4,19,0
7,13561.5,489,489,1,2,0
6,14877.5,234.22,234.22,7,23,0
1,14014.7,178,178,1,9,0
0,3596.57,196.5,196.5,26,22,0
0,3596.57,210,210,26,22,0
0,3596.57,256,256,1,22,0
11,13648.5,180,180,11,10,0
4,8589.13,145,145,1,18,0
37,5183.3,100,100,1,10,0
10,21487,148,148,1,2,0
27,13041.4,19.5,19.5,2,155,0
27,13041.4,14.4,14.4,2,155,0
27,13041.4,23.5,23.5,2,155,0
0,14738.31,5,5,4,171,0
0,14738.31,5,5,4,171,0
26,6140.8,190,190,1,19,0
26,6140.8,9,9,2,19,0
13,7875,29,29,2,19,0
13,7875,36,36,2,19,0
8,687,47,47,2,1,0
25,29938,345,345,1,2,0
16,46862,2952,2952,1,2,0
17,15633,140,140,12,13,0
0,6574,2153,2153,1,11,0
3,12747,96,96,1,2,0
22,4773.92,37,37,1,11,0
22,4773.92,254,254,1,11,0
11,13648.5,740,740,1,10,0
11,13648.5,72,72,2,10,0
12,8154.01,208,208,9,2,0
52,1656.87,219,219,7,76,0
14,5380,370,370,1,11,0
12,9795.55,135,135,1,25,0
12,9795.55,499.45,499.45,7,25,0
0,11979,443,443,1,2,0
0,11979,45,45,1,2,0
0,12435.1,160,160,12,82,0
9,9256.98,1018,1018,1,136,0
0,12435.1,60,60,4,82,0
0,9503.8,65,65,4,33,0
5,6673.8,22,22,11,163,0
11,9942.9,96.5,96.5,4,19,0
11,9942.9,15,15,2,19,0
11,9942.9,100,100,6,19,0
11,9942.9,28,28,2,19,0
0,11255.3,100,100,6,112,0
0,17806.89,216,216,1,40,0
21,17800,388,388,26,1,0
12,9795.55,262,262,4,25,0
0,4944,167,167,2,30,0
12,9795.55,75,75,1,25,0
11,19218.14,126,126,1,2,0
0,9520.6,909,909,1,141,0
2,6068.73,15,15,4,125,0
39,9413.31,273,273,1,15,0
0,4785,933,933,21,1,0
11,5540.8,160,160,2,105,0
132,3803.6,95,95,2,1,0
10,1862.17,83,83,2,1,0
0,8241.8,328,328,2,126,0
1,6993.5,50,50,6,14,0
3,8393.09,597,597,1,62,0
1,12060.9,184,184,2,23,0
1,6993.5,174,174,4,14,0
9,5987.6,44,44,11,24,0
1,27766.41,65.5,65.5,4,104,0
5,6673.8,14.9,14.9,2,163,0
1,7538.1,448,448,2,24,0
1,7538.1,8.5,8.5,2,24,0
0,8241.8,100,100,6,126,0
16,4251.67,499,499,1,41,0
1,4950.5,173.5,173.5,26,15,0
54,15269.3,148,148,2,1,0
54,15269.3,553,553,4,1,0
10,39051,368,368,1,1,0
3,8393.09,134,134,1,62,0
1,12858.7,70,70,2,1,0
27,4108.15,234.15,234.15,7,1,0
1,12002.7,43,43,2,1,0
26,12755.05,165,165,1,13,0
2,9564.11,279,279,2,1,0
5,12211.02,242,242,1,39,0
19,4206,126,126,1,1,0
9,18351.1,168,168,1,37,0
5,14947.2,2359,2359,1,112,0
31,12748.61,2400,2400,1,62,0
0,4981.5,82,82,2,10,0
15,33770.3,676,676,1,9,0
1,7824.8,156,156,1,1,0
10,13424.9,100,100,6,128,0
10,13424.9,2430,2430,1,128,0
10,13424.9,138,138,1,128,0
13,31896,43.4,43.4,26,1,0
0,300,300,300,16,2,0
0,11255.3,150,150,12,112,0
16,9066,2354,2354,1,10,0
10,11464.6,40,40,4,15,0
8,12980.36,304,304,4,14,0
29,46895,292,292,1,2,0
2,9383.5,129,129,2,1,0
1,9213.25,100,100,6,4,0
0,6094.25,64,64,4,85,0
5,24993,7658,7658,1,15,0
0,8981.3,164,164,2,1,0
0,12073.44,65.5,65.5,4,30,0
1,7538.1,231,231,1,24,0
14,14474.57,2116,2116,1,48,0
5,42183,490,490,7,41,0
1,12060.9,26.5,26.5,4,23,0
0,9482,146,146,1,7,0
1,7538.1,8,8,2,24,0
21,10968.83,246,246,1,44,0
35,3560,2870,2870,31,53,0
0,7921,189,189,1,45,0
8,9988.17,1941,1941,1,112,0
18,27271,964,964,1,8,0
12,6122,110,110,1,19,0
6,9431.6,66,66,26,18,0
0,7082.33,50,50,6,18,0
0,7082.33,41.2,41.2,2,18,0
0,7082.33,159,159,4,18,0
2,6611.7,88.4,88.4,26,37,0
1,14431,478,478,4,60,0
15,10186,151,151,1,15,0
1,12858.7,5,5,4,1,0
1,21431.14,2850,2850,1,65,0
17,10383.8,2044,2044,1,2,0
14,4529.32,161.12,161.12,26,18,0
1,13809.49,268,268,2,100,0
0,9503.8,100,100,6,33,0
0,4415,1144,1144,1,22,0
3,20431,154,154,4,139,0
0,5090,142.5,142.5,4,14,0
5,4268.3,202.7,202.7,26,44,0
6,7192.75,104,104,1,83,0
0,5090,14,14,2,14,0
1,14431,198,198,2,60,0
8,24857,108,108,1,16,0
0,7854,378,378,1,73,0
1,5545.5,16,16,2,1,0
0,8241.8,100,100,4,126,0
0,4082,10,10,4,79,0
0,4082,10,10,4,79,0
2,6068.73,14.2,14.2,4,125,0
1,3118.37,78,78,1,37,0
0,9867.8,239,239,1,2,0
2,6068.73,9,9,4,125,0
6,39763,51,51,1,1,0
0,3067.78,29,29,2,15,0
1,27766.41,100,100,6,104,0
0,2611,580,580,1,128,0
0,4944,100,100,6,30,0
0,4944,25,25,2,30,0
0,15576.6,1755,1755,1,64,0
10,39051,2018,2018,1,1,0
0,3067.78,21,21,2,15,0
0,13408.14,380,380,7,99,0
1,20084,85,85,26,19,0
0,15738,2092,2092,1,19,0
30,12425.06,404.99,404.99,7,30,0
0,13205,300,300,7,56,0
1,5545.5,436,436,1,1,0
0,13205,492,492,26,56,0
0,38394.4,2656,2656,1,45,0
0,5837.7,936,936,9,15,0
0,5837.7,101,101,1,15,0
3,2536,389,389,7,19,0
2,14243,49,49,4,189,0
7,4165,180,180,1,15,0
2,5403.45,502,502,1,48,0
2,5403.45,295.15,295.15,7,48,0
65,599,599,599,17,1,0
11,18264,247,247,1,15,0
0,2945.94,43,43,2,1,0
0,2631,464,464,2,2,0
4,13005.75,55,55,4,5,0
0,2945.94,47,47,2,1,0
23,4539,206,206,2,2,0
23,4539,35,35,2,2,0
0,10584.4,200,200,1,112,0
0,11253.5,200,200,1,45,0
8,8504.1,197.9,197.9,1,155,0
12,21663.5,400,400,2,8,0
2,9668.1,972,972,16,30,0
1,7783.3,106,106,1,16,0
3,6176,480,480,1,56,0
27,19677.05,50,50,11,76,0
11,13751.6,32,32,4,92,0
47,10010,792,792,1,44,0
3,2901,65,65,4,141,0
14,3505,241,241,7,37,0
0,6574,977,977,1,11,0
22,4773.92,409,409,1,11,0
0,10470,2490,2490,26,9,0
0,10470,2580,2580,1,9,0
1,11335.6,2984,2984,1,15,0
6,4038.6,74.4,74.4,2,1,0
6,4038.6,203,203,1,1,0
17,15392.85,122,122,1,2,0
8,3617.19,80,80,6,86,0
9,9801,145.5,145.5,2,93,0
3,27334.5,2993,2993,1,2,0
19,6849.5,494.9,494.9,26,48,0
2,13283.35,169,169,1,7,0
17,3621.02,57,57,2,7,0
17,3621.02,227,227,1,7,0
5,14127.49,144.19,144.19,26,30,0
1,3188.96,109.5,109.5,4,14,0
11,14095.4,2750,2750,1,7,0
1,3188.96,32,32,2,14,0
2,4006.72,19.6,19.6,2,5,0
2,4006.72,21.4,21.4,2,5,0
2,4006.72,572.19,572.19,7,5,0
0,6900.1,1472,1472,1,24,0
0,14012.93,500,500,26,9,0
8,10907.8,129,129,1,2,0
7,1690.1,378.1,378.1,7,14,0
7,1690.1,53.5,53.5,4,14,0
2,10352.75,50,50,6,42,0
4,11625.2,1806,1806,1,46,0
1,4116.32,12,12,2,19,0
1,4116.32,13,13,2,19,0
2,11274.54,2772,2772,1,30,0
9,9801,100,100,6,93,0
24,9892.56,479,479,1,11,0
2,8699.47,40,40,4,17,0
12,15619,35,35,4,86,0
21,20267,1160,1160,26,13,0
7,7566.2,117.5,117.5,4,132,0
13,8663.56,55,55,4,11,0
0,422,33,33,2,1,0
8,41168,1128,1128,1,2,0
7,7566.2,100,100,6,132,0
24,9892.56,2452,2452,1,11,0
2,5655.53,113,113,26,43,0
65,63533.75,582.75,582.75,2,1,0
9,11161.7,100,100,1,15,0
3,7872.92,107,107,1,142,0
19,29063.9,12,12,2,1,0
7,9910.58,890,890,26,25,0
7,9910.58,100,100,6,25,0
0,3943.14,88,88,2,1,0
0,13713.42,870,870,1,88,0
7,9910.58,545,545,4,25,0
2,9664,131,131,1,10,0
2,13283.35,78.4,78.4,2,7,0
7,14885.5,850,850,26,35,0
19,4020,1115,1115,1,48,0
7,7696,160,160,12,80,0
1,18897.6,100,100,12,145,0
7,26834,2386,2386,1,48,0
1,3288,508,508,7,100,0
1,3288,165,165,18,100,0
10,13985.2,100,100,4,84,0
17,7948.18,229,229,1,42,0
38,9788.25,497,497,1,15,0
20,9705.1,18.9,18.9,4,24,0
12,7319,20,20,4,96,0
9,10343.37,144,144,1,58,0
0,10429,103,103,2,1,0
27,6061.2,170,170,1,97,0
2,17063.1,4706,4706,9,62,0
38,10454.68,37,37,4,19,0
1,28212,2997,2997,1,2,0
1,14352,179,179,1,187,0
0,2062.9,192.9,192.9,7,7,0
0,2062.9,80,80,7,7,0
13,4028.8,160,160,12,43,0
13,4028.8,70.9,70.9,26,43,0
0,13084,500,500,7,13,0
24,13071.4,20,20,4,45,0
16,9126.3,100,100,6,9,0
16,9126.3,21.5,21.5,2,9,0
16,9126.3,167,167,4,9,0
6,13418,522,522,1,1,0
0,20547.7,990,990,16,18,0
4,6542.9,52,52,1,2,0
4,6542.9,115,115,1,2,0
15,7848.4,102.4,102.4,2,1,0
19,15502.5,2484,2484,26,10,0
